job_title,salary_usd,experience_level,company_size,education_required,years_experience,industry
ML Ops Engineer,47965,MI,S,Master,4,Finance
Data Scientist,61289,EN,L,Bachelor,0,Finance
Computer Vision Engineer,73637,SE,M,Bachelor,9,Transportation
AI Architect,64826,EN,M,PhD,0,Consulting
NLP Engineer,146600,EX,L,Bachelor,18,Media
AI Software Engineer,172271,SE,S,PhD,9,Consulting
AI Specialist,156725,EX,L,Associate,19,Media
Robotics Engineer,94680,EN,L,PhD,1,Transportation
Data Analyst,92035,SE,M,PhD,6,Energy
Data Engineer,77042,SE,S,Bachelor,6,Education
Machine Learning Engineer,272652,EX,S,PhD,19,Automotive
AI Product Manager,117510,MI,L,Associate,2,Media
NLP Engineer,80985,EN,M,Bachelor,0,Manufacturing
AI Architect,61352,MI,M,Master,3,Technology
AI Research Scientist,77636,SE,S,PhD,5,Transportation
Research Scientist,214326,SE,L,Associate,6,Healthcare
Data Scientist,71473,MI,M,Bachelor,4,Education
Head of AI,48920,MI,S,Associate,2,Consulting
Data Engineer,63273,MI,S,Master,4,Finance
AI Product Manager,134087,EX,S,PhD,12,Consulting
Deep Learning Engineer,142446,SE,M,PhD,9,Real Estate
AI Specialist,159755,SE,L,PhD,9,Gaming
Computer Vision Engineer,188034,EX,L,Master,13,Telecommunications
Data Scientist,125153,SE,S,Master,9,Manufacturing
Machine Learning Engineer,146076,EX,M,Master,11,Government
Principal Data Scientist,140113,SE,M,Master,5,Telecommunications
AI Software Engineer,73269,EN,S,Associate,0,Automotive
AI Software Engineer,103806,MI,L,Associate,3,Finance
Principal Data Scientist,103370,SE,S,Bachelor,7,Energy
Machine Learning Engineer,142657,EX,M,Bachelor,13,Telecommunications
Research Scientist,291226,EX,S,Bachelor,10,Government
Data Scientist,65226,EN,S,Associate,0,Consulting
AI Specialist,108886,EN,M,Bachelor,0,Real Estate
Computer Vision Engineer,271344,EX,L,Bachelor,17,Retail
Data Scientist,171571,SE,M,Associate,7,Consulting
Data Engineer,82918,SE,S,PhD,9,Telecommunications
AI Product Manager,136651,EX,M,Bachelor,17,Manufacturing
AI Software Engineer,237637,EX,L,Associate,17,Technology
AI Consultant,59160,EN,L,Bachelor,0,Transportation
Research Scientist,49162,EN,L,Associate,0,Media
Robotics Engineer,83663,SE,M,Master,5,Technology
Machine Learning Engineer,35782,EN,S,Master,0,Healthcare
Machine Learning Engineer,115383,SE,M,PhD,8,Education
Head of AI,54121,EN,M,Bachelor,1,Automotive
AI Software Engineer,135272,EX,L,Bachelor,17,Media
Machine Learning Engineer,46323,EN,M,Bachelor,0,Manufacturing
Deep Learning Engineer,70013,MI,S,Bachelor,2,Transportation
Data Scientist,97749,MI,S,Master,3,Gaming
AI Consultant,137427,SE,M,Associate,7,Real Estate
Robotics Engineer,160234,EX,S,PhD,15,Energy
Computer Vision Engineer,286216,EX,L,PhD,12,Media
Head of AI,80478,MI,M,PhD,4,Technology
Robotics Engineer,144224,SE,M,Bachelor,9,Manufacturing
ML Ops Engineer,151942,SE,L,Bachelor,7,Telecommunications
AI Software Engineer,81319,EN,L,Bachelor,0,Automotive
Data Engineer,259184,EX,S,Master,18,Automotive
AI Specialist,105668,EX,S,Associate,11,Retail
AI Architect,223289,EX,L,Associate,14,Gaming
Research Scientist,62692,MI,M,Master,4,Retail
AI Research Scientist,70084,EN,L,Associate,0,Retail
Computer Vision Engineer,69418,EN,L,Master,1,Manufacturing
Data Engineer,153083,EX,M,Bachelor,11,Government
Machine Learning Engineer,201269,EX,S,Associate,15,Media
AI Software Engineer,148214,EX,S,Associate,19,Telecommunications
Data Scientist,97454,MI,S,Associate,4,Finance
Autonomous Systems Engineer,130864,SE,M,Associate,7,Retail
Head of AI,137934,SE,M,Bachelor,9,Telecommunications
AI Architect,313205,EX,L,Associate,12,Gaming
AI Architect,83357,MI,L,PhD,4,Healthcare
Head of AI,109917,SE,L,Bachelor,9,Consulting
Head of AI,115301,SE,S,Bachelor,6,Manufacturing
AI Consultant,53116,EN,M,Master,0,Retail
AI Product Manager,46556,EN,M,Bachelor,0,Technology
Computer Vision Engineer,160078,SE,L,PhD,5,Technology
Head of AI,111371,EX,L,Bachelor,18,Gaming
AI Consultant,64072,EN,M,PhD,0,Automotive
Head of AI,120586,EX,S,Bachelor,19,Automotive
Machine Learning Researcher,182856,EX,M,Associate,12,Retail
AI Software Engineer,43117,EN,M,Bachelor,1,Gaming
Machine Learning Engineer,148848,SE,S,Master,6,Education
Data Analyst,49630,EN,S,Bachelor,0,Healthcare
Autonomous Systems Engineer,112595,MI,L,Bachelor,2,Healthcare
Research Scientist,49185,EN,M,PhD,1,Energy
AI Software Engineer,87531,MI,S,Associate,3,Manufacturing
AI Consultant,139122,EX,M,Master,12,Healthcare
Data Scientist,162476,EX,L,PhD,17,Gaming
AI Product Manager,106583,EN,L,Bachelor,1,Real Estate
Head of AI,160883,EX,S,PhD,14,Energy
Autonomous Systems Engineer,138000,EX,S,Bachelor,11,Healthcare
Data Scientist,47999,EN,S,PhD,0,Finance
Machine Learning Researcher,261332,EX,S,Associate,10,Education
AI Product Manager,117075,SE,M,Bachelor,8,Gaming
Data Analyst,97771,MI,M,Master,3,Telecommunications
AI Specialist,79627,EN,M,Bachelor,1,Gaming
Computer Vision Engineer,133019,EX,S,PhD,15,Transportation
Computer Vision Engineer,216253,EX,L,PhD,13,Gaming
AI Architect,73822,MI,M,PhD,3,Automotive
Data Analyst,169842,EX,S,Associate,15,Education
AI Consultant,97370,MI,M,Master,2,Consulting
Research Scientist,106332,EN,L,Associate,0,Manufacturing
AI Architect,146023,SE,M,PhD,5,Finance
AI Software Engineer,167210,EX,S,Master,15,Technology
Research Scientist,46796,MI,S,Bachelor,2,Telecommunications
ML Ops Engineer,87462,EN,M,PhD,1,Government
AI Software Engineer,45441,EN,M,Bachelor,1,Transportation
NLP Engineer,102462,SE,M,Associate,9,Technology
AI Architect,140104,MI,M,PhD,2,Consulting
Machine Learning Engineer,90291,MI,M,Master,3,Real Estate
AI Software Engineer,303636,EX,M,Master,10,Government
Data Scientist,99041,EN,L,Bachelor,1,Consulting
ML Ops Engineer,42279,EN,S,Master,1,Transportation
AI Architect,65919,SE,S,PhD,7,Telecommunications
AI Specialist,101235,SE,M,Bachelor,6,Media
Machine Learning Researcher,109969,MI,L,PhD,4,Media
Robotics Engineer,115496,EX,L,Master,12,Technology
AI Consultant,224280,EX,L,Bachelor,18,Retail
Principal Data Scientist,50915,MI,S,Associate,2,Retail
AI Specialist,131250,SE,L,Bachelor,9,Gaming
Head of AI,76339,SE,M,Bachelor,5,Telecommunications
AI Architect,70128,EN,M,Associate,0,Healthcare
NLP Engineer,123728,SE,L,PhD,9,Government
Autonomous Systems Engineer,72448,MI,L,PhD,4,Transportation
Principal Data Scientist,90172,SE,L,Associate,7,Consulting
Data Scientist,133372,MI,L,Master,4,Transportation
Robotics Engineer,215554,SE,M,Bachelor,8,Education
Principal Data Scientist,349562,EX,L,Associate,15,Finance
AI Product Manager,137181,EX,S,Master,19,Consulting
Computer Vision Engineer,61587,EN,M,Associate,0,Transportation
ML Ops Engineer,151385,EX,S,Master,14,Consulting
Machine Learning Researcher,109757,SE,L,Master,7,Consulting
Data Analyst,176838,SE,L,Master,6,Energy
Deep Learning Engineer,92318,MI,L,PhD,3,Retail
Data Analyst,92317,EN,L,Associate,0,Gaming
AI Consultant,100729,SE,L,PhD,6,Energy
Principal Data Scientist,89020,MI,S,PhD,2,Technology
ML Ops Engineer,132294,SE,L,Bachelor,5,Government
Machine Learning Engineer,85887,SE,S,Bachelor,7,Healthcare
Data Analyst,66066,MI,L,Bachelor,4,Transportation
Principal Data Scientist,242433,EX,L,PhD,15,Retail
Machine Learning Researcher,84450,MI,L,Master,3,Telecommunications
Autonomous Systems Engineer,69485,MI,S,Associate,4,Healthcare
Research Scientist,116320,EX,S,Bachelor,17,Healthcare
AI Architect,54457,MI,S,Master,4,Government
Data Scientist,146370,SE,L,Master,9,Gaming
Computer Vision Engineer,150795,SE,L,Bachelor,8,Retail
Autonomous Systems Engineer,91012,SE,M,PhD,9,Technology
Autonomous Systems Engineer,102675,EX,S,Associate,12,Healthcare
Autonomous Systems Engineer,86410,SE,S,Associate,5,Gaming
AI Architect,222869,EX,M,Master,14,Gaming
AI Consultant,106477,SE,M,PhD,7,Media
AI Software Engineer,148341,MI,L,Bachelor,4,Real Estate
Data Scientist,195999,EX,S,Associate,16,Retail
Data Engineer,142309,SE,S,PhD,8,Consulting
Machine Learning Engineer,153558,SE,M,Bachelor,9,Telecommunications
Data Engineer,112920,SE,L,PhD,8,Retail
NLP Engineer,236175,EX,S,Associate,15,Consulting
Robotics Engineer,118402,SE,L,Master,7,Healthcare
AI Specialist,112606,MI,M,Master,2,Technology
Data Engineer,88916,EN,M,Master,1,Automotive
Head of AI,145141,EX,L,Master,17,Consulting
Autonomous Systems Engineer,149673,EX,M,Master,15,Technology
Computer Vision Engineer,78123,MI,S,Bachelor,4,Consulting
AI Product Manager,38010,EN,M,Bachelor,0,Energy
Research Scientist,118524,SE,L,Associate,5,Energy
ML Ops Engineer,46335,EN,M,Master,1,Transportation
AI Software Engineer,52062,EN,L,Bachelor,0,Retail
Robotics Engineer,204346,EX,L,Master,17,Real Estate
AI Software Engineer,82249,SE,M,Bachelor,6,Technology
NLP Engineer,184631,EX,S,Bachelor,12,Manufacturing
Data Engineer,113269,EX,L,Associate,18,Finance
Machine Learning Engineer,231074,EX,L,Bachelor,17,Retail
Research Scientist,103963,MI,L,PhD,3,Real Estate
Research Scientist,146154,SE,M,PhD,7,Technology
Data Analyst,60380,EN,M,Associate,1,Technology
AI Product Manager,65442,EN,L,Associate,0,Media
AI Software Engineer,88616,SE,L,PhD,8,Education
Robotics Engineer,85469,SE,S,Bachelor,5,Finance
Computer Vision Engineer,70047,MI,M,Bachelor,2,Telecommunications
AI Product Manager,193865,EX,M,Master,11,Manufacturing
Data Analyst,40586,EN,S,PhD,0,Telecommunications
Head of AI,86218,SE,S,Associate,5,Retail
NLP Engineer,154077,EX,S,Master,17,Automotive
Head of AI,91434,SE,M,Bachelor,5,Real Estate
Machine Learning Researcher,40034,EN,S,PhD,1,Healthcare
Head of AI,63832,MI,M,Master,3,Gaming
Data Analyst,89120,SE,M,Master,9,Retail
NLP Engineer,77360,MI,S,PhD,2,Finance
Principal Data Scientist,203751,EX,L,Associate,10,Manufacturing
AI Consultant,221809,EX,S,Bachelor,14,Media
AI Architect,104780,SE,S,PhD,8,Telecommunications
AI Software Engineer,107828,SE,M,Master,8,Healthcare
Machine Learning Researcher,101302,EN,L,Master,0,Telecommunications
ML Ops Engineer,174571,EX,L,Master,17,Real Estate
NLP Engineer,84547,MI,L,Bachelor,3,Consulting
AI Architect,77553,SE,M,Bachelor,5,Media
Autonomous Systems Engineer,67912,MI,L,PhD,3,Healthcare
ML Ops Engineer,43910,EN,S,Bachelor,0,Finance
Research Scientist,101440,MI,S,Bachelor,4,Government
AI Architect,59027,MI,L,Master,3,Gaming
Data Engineer,63073,EN,L,Associate,0,Transportation
Machine Learning Researcher,66881,EN,M,Associate,0,Technology
NLP Engineer,55576,EN,L,Bachelor,0,Retail
AI Specialist,283696,EX,L,PhD,18,Transportation
Head of AI,233692,EX,S,Associate,13,Transportation
AI Product Manager,100620,EX,S,Bachelor,13,Education
Research Scientist,88800,MI,S,Associate,2,Telecommunications
Research Scientist,104307,EX,M,Master,12,Gaming
ML Ops Engineer,61847,MI,L,Associate,4,Education
AI Research Scientist,57025,EN,M,PhD,0,Consulting
NLP Engineer,66576,MI,S,Bachelor,3,Energy
NLP Engineer,112261,SE,L,Master,6,Technology
AI Specialist,201387,EX,S,Bachelor,13,Consulting
Data Analyst,112934,MI,L,Associate,3,Energy
ML Ops Engineer,108067,MI,L,PhD,2,Automotive
Data Analyst,107490,SE,L,Master,8,Retail
AI Consultant,150456,EX,L,Bachelor,11,Automotive
Machine Learning Researcher,106457,EX,M,Bachelor,13,Finance
Machine Learning Engineer,60806,MI,S,PhD,4,Media
Machine Learning Engineer,85293,MI,S,Associate,4,Education
Robotics Engineer,230849,SE,L,Bachelor,5,Media
Head of AI,163009,SE,L,Bachelor,7,Transportation
Computer Vision Engineer,98449,SE,S,Master,6,Consulting
Computer Vision Engineer,84501,SE,S,Bachelor,7,Technology
Data Scientist,176592,EX,M,PhD,15,Energy
Data Analyst,60973,EN,S,Associate,1,Manufacturing
AI Consultant,41326,EN,M,Associate,0,Gaming
Computer Vision Engineer,80463,EN,L,PhD,0,Telecommunications
Data Analyst,43605,EN,M,PhD,0,Gaming
AI Consultant,237830,EX,S,Master,10,Retail
Robotics Engineer,134808,SE,S,PhD,6,Automotive
AI Software Engineer,210609,EX,S,PhD,10,Manufacturing
AI Specialist,114392,EX,S,Master,18,Finance
NLP Engineer,125444,SE,L,Bachelor,7,Energy
Data Scientist,94854,EN,M,PhD,1,Education
Principal Data Scientist,47919,EN,M,PhD,1,Gaming
Robotics Engineer,95469,MI,L,Master,4,Media
AI Research Scientist,145886,EX,M,PhD,11,Real Estate
Research Scientist,168131,EX,S,PhD,18,Government
ML Ops Engineer,110003,EN,M,Bachelor,0,Healthcare
Machine Learning Researcher,128378,SE,L,Bachelor,9,Finance
Robotics Engineer,88058,SE,L,Associate,5,Automotive
Autonomous Systems Engineer,46224,EN,L,PhD,1,Retail
AI Consultant,94183,MI,M,PhD,3,Automotive
AI Research Scientist,222528,EX,L,PhD,16,Telecommunications
Deep Learning Engineer,73953,MI,L,PhD,4,Retail
Machine Learning Researcher,146692,EX,L,Bachelor,17,Education
Data Engineer,63479,EN,M,PhD,1,Manufacturing
Head of AI,63982,MI,S,PhD,3,Energy
Head of AI,64885,EN,L,Bachelor,0,Automotive
Head of AI,137927,EX,L,Associate,14,Transportation
AI Product Manager,167929,SE,M,Bachelor,6,Media
Machine Learning Engineer,92628,MI,S,PhD,2,Consulting
Principal Data Scientist,169198,EX,S,Master,18,Telecommunications
AI Research Scientist,47386,EN,M,Master,0,Government
Autonomous Systems Engineer,53057,EN,M,PhD,0,Consulting
Data Engineer,166340,SE,L,Bachelor,6,Retail
Principal Data Scientist,140497,SE,S,Master,7,Technology
Robotics Engineer,84288,EN,M,Master,1,Telecommunications
AI Architect,66276,MI,S,Bachelor,4,Gaming
Machine Learning Researcher,73556,EN,M,Master,1,Education
AI Research Scientist,94446,SE,M,Master,9,Manufacturing
AI Consultant,122645,EX,M,PhD,12,Automotive
Research Scientist,262925,EX,L,PhD,15,Media
Data Analyst,169198,EX,L,Bachelor,15,Education
NLP Engineer,109118,SE,M,PhD,9,Media
Deep Learning Engineer,155622,SE,M,Master,5,Finance
AI Consultant,188924,EX,S,PhD,16,Real Estate
Machine Learning Researcher,86629,MI,S,PhD,2,Telecommunications
Machine Learning Engineer,104981,SE,L,Master,5,Government
AI Specialist,87507,EX,S,Associate,18,Energy
Computer Vision Engineer,66992,MI,S,Master,2,Gaming
Data Scientist,96225,MI,M,Master,4,Technology
Data Analyst,55320,EN,S,Master,0,Automotive
Deep Learning Engineer,152846,EX,L,Master,15,Automotive
Computer Vision Engineer,60829,EN,M,Master,1,Gaming
Machine Learning Engineer,48427,EN,M,Master,0,Transportation
Principal Data Scientist,145966,EX,S,Bachelor,18,Gaming
Head of AI,175737,SE,L,Associate,8,Telecommunications
Data Engineer,268001,EX,S,Master,11,Real Estate
AI Software Engineer,129418,MI,M,Bachelor,4,Healthcare
AI Specialist,129638,SE,S,Master,9,Healthcare
Data Engineer,103620,SE,S,Bachelor,8,Automotive
Data Scientist,84718,MI,M,Bachelor,2,Telecommunications
Autonomous Systems Engineer,56723,MI,S,Associate,3,Consulting
Data Analyst,108228,SE,S,Bachelor,5,Finance
AI Research Scientist,86453,EN,L,Bachelor,1,Energy
Data Engineer,57729,MI,M,Associate,2,Automotive
Head of AI,64180,EN,L,PhD,1,Consulting
Data Analyst,139082,SE,S,Master,9,Technology
Machine Learning Engineer,114575,EN,L,Master,0,Government
AI Research Scientist,119161,SE,L,PhD,5,Energy
AI Consultant,132334,EX,S,Associate,11,Telecommunications
Head of AI,55149,EN,M,Master,0,Media
AI Software Engineer,153207,EX,M,Master,11,Education
Head of AI,93743,EN,L,Associate,1,Technology
Data Engineer,283569,EX,S,PhD,16,Real Estate
Machine Learning Researcher,173652,EX,S,Bachelor,12,Real Estate
AI Product Manager,154607,EX,M,PhD,12,Government
Data Engineer,213979,EX,M,Master,12,Telecommunications
AI Research Scientist,55483,EN,M,Associate,1,Finance
Deep Learning Engineer,72300,MI,M,PhD,3,Media
Machine Learning Researcher,89872,SE,M,Master,5,Retail
Autonomous Systems Engineer,66331,EN,M,Associate,1,Telecommunications
ML Ops Engineer,42890,EN,S,Associate,1,Finance
AI Research Scientist,136966,MI,S,Bachelor,2,Manufacturing
AI Specialist,202404,EX,L,Bachelor,14,Finance
AI Specialist,81796,SE,M,Bachelor,5,Real Estate
AI Product Manager,136668,SE,S,Master,5,Automotive
Autonomous Systems Engineer,51557,EN,S,Master,1,Finance
Machine Learning Engineer,63794,EN,S,Master,1,Government
Machine Learning Engineer,118833,SE,S,Master,5,Healthcare
Research Scientist,107720,EN,L,PhD,1,Consulting
Data Engineer,158240,SE,L,Bachelor,7,Gaming
Autonomous Systems Engineer,192550,EX,M,PhD,17,Automotive
Deep Learning Engineer,143010,SE,M,Master,7,Telecommunications
AI Consultant,61684,EN,S,Bachelor,1,Consulting
AI Specialist,135830,EX,M,Associate,17,Telecommunications
Head of AI,80796,SE,M,Associate,6,Automotive
ML Ops Engineer,63765,EN,M,Associate,0,Automotive
Head of AI,113684,MI,L,PhD,2,Real Estate
Computer Vision Engineer,67793,MI,S,PhD,2,Gaming
Principal Data Scientist,36696,EN,M,Bachelor,1,Media
AI Specialist,189666,EX,L,Bachelor,13,Media
AI Software Engineer,144259,EX,S,PhD,10,Telecommunications
Data Scientist,80853,MI,M,Bachelor,3,Automotive
Machine Learning Engineer,63854,MI,M,PhD,2,Gaming
Deep Learning Engineer,202935,EX,L,Master,12,Energy
Autonomous Systems Engineer,34007,EN,S,Bachelor,1,Automotive
NLP Engineer,91619,SE,S,PhD,6,Government
Autonomous Systems Engineer,143704,SE,L,Associate,6,Government
Robotics Engineer,86391,SE,S,Bachelor,5,Telecommunications
Deep Learning Engineer,114323,MI,M,PhD,2,Real Estate
AI Product Manager,123019,MI,M,Bachelor,4,Healthcare
AI Specialist,54256,EN,S,Bachelor,0,Healthcare
Computer Vision Engineer,86315,MI,S,PhD,3,Real Estate
AI Architect,82655,MI,L,PhD,4,Finance
Computer Vision Engineer,65988,EN,S,PhD,0,Real Estate
Principal Data Scientist,200761,EX,L,Bachelor,19,Telecommunications
Principal Data Scientist,272996,EX,M,Associate,11,Energy
Machine Learning Engineer,54146,EN,M,Associate,1,Consulting
AI Architect,59833,MI,S,Master,3,Real Estate
Data Analyst,180769,SE,M,PhD,5,Healthcare
Deep Learning Engineer,32926,EN,S,Master,0,Telecommunications
AI Research Scientist,56145,EN,M,Associate,0,Media
Autonomous Systems Engineer,47908,EN,M,Bachelor,1,Healthcare
Machine Learning Engineer,121384,SE,L,PhD,5,Retail
AI Specialist,149451,EX,S,Associate,15,Energy
Robotics Engineer,95030,EN,M,Bachelor,0,Education
Principal Data Scientist,96311,EN,L,Bachelor,0,Real Estate
Data Scientist,111067,MI,S,PhD,2,Retail
AI Software Engineer,81479,MI,M,Bachelor,4,Telecommunications
NLP Engineer,167621,SE,L,PhD,5,Consulting
Head of AI,133238,SE,S,Bachelor,7,Energy
AI Architect,73628,EN,S,Bachelor,0,Energy
NLP Engineer,161576,SE,M,Master,5,Real Estate
AI Research Scientist,49933,MI,S,PhD,2,Energy
Research Scientist,104278,SE,S,Master,8,Manufacturing
Machine Learning Engineer,87047,SE,M,Associate,5,Finance
AI Research Scientist,139174,SE,M,Bachelor,7,Transportation
AI Product Manager,60519,EN,S,PhD,0,Telecommunications
AI Research Scientist,92309,MI,S,Bachelor,2,Telecommunications
Deep Learning Engineer,74676,EN,L,Associate,0,Healthcare
Head of AI,227312,SE,L,Bachelor,6,Manufacturing
Machine Learning Engineer,45330,EN,S,Associate,0,Transportation
Principal Data Scientist,68262,EN,S,Associate,1,Healthcare
AI Software Engineer,68263,EN,S,Bachelor,0,Healthcare
Deep Learning Engineer,48962,EN,S,Associate,0,Transportation
Autonomous Systems Engineer,54120,EN,M,Master,0,Media
NLP Engineer,231893,EX,M,PhD,13,Healthcare
AI Architect,122818,EX,M,Bachelor,10,Education
AI Research Scientist,194364,EX,L,Master,16,Manufacturing
Data Analyst,55870,MI,M,Master,4,Education
AI Product Manager,96120,SE,M,PhD,6,Real Estate
Head of AI,77510,MI,S,Bachelor,4,Consulting
AI Software Engineer,128595,EX,M,Master,15,Telecommunications
Principal Data Scientist,98002,EX,S,Master,13,Transportation
Data Engineer,158973,SE,L,Bachelor,9,Transportation
Head of AI,40770,EN,S,Associate,0,Technology
Principal Data Scientist,94589,SE,S,PhD,7,Energy
Principal Data Scientist,54488,MI,S,Bachelor,2,Telecommunications
AI Architect,83080,SE,S,Master,5,Energy
